,State,Management,Year,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new
304,ANDHRA PRADESH,Private,2001.0,Anaesthesia,0.0,553.0,2.0,PG,Andhra Pradesh
305,TELANGANA,Private,2001.0,Anaesthesia,0.0,,,PG,Telangana
306,ANDHRA PRADESH,Public,2001.0,Anaesthesia,95.0,553.0,2.0,PG,Andhra Pradesh
307,TELANGANA,Public,2001.0,Anaesthesia,95.0,,,PG,Telangana
308,ANDHRA PRADESH,Both,2001.0,Anaesthesia,95.0,553.0,2.0,PG,Andhra Pradesh
309,TELANGANA,Both,2001.0,Anaesthesia,95.0,,,PG,Telangana
310,GUJARAT,Private,2001.0,Cardiology,0.0,474.0,12.0,PG,Gujarat
311,HARYANA,Private,2001.0,Cardiology,0.0,70.0,13.0,PG,Haryana
312,JAMMU & KASHMIR,Private,2001.0,Cardiology,0.0,14.0,15.0,PG,Jammu & Kashmir
313,KARNATAKA,Private,2001.0,Cardiology,2.0,556.0,17.0,PG,Karnataka
314,KERALA,Private,2001.0,Cardiology,0.0,598.0,18.0,PG,Kerala
315,MADHYA PRADESH,Private,2001.0,Cardiology,0.0,465.0,20.0,PG,Madhya Pradesh
316,MAHARASHTRA,Private,2001.0,Cardiology,0.0,522.0,21.0,PG,Maharashtra
317,ODISHA,Private,2001.0,Cardiology,0.0,384.0,26.0,PG,Odisha
318,PUDUCHERRY,Private,2001.0,Cardiology,0.0,636.0,27.0,PG,Puducherry
319,PUNJAB,Private,2001.0,Cardiology,1.0,49.0,28.0,PG,Punjab
320,RAJASTHAN,Private,2001.0,Cardiology,0.0,119.0,29.0,PG,Rajasthan
321,SIKKIM,Private,2001.0,Cardiology,0.0,244.0,30.0,PG,Sikkim
322,TAMIL NADU,Private,2001.0,Cardiology,7.0,616.0,31.0,PG,Tamil Nadu
323,UTTAR PRADESH,Private,2001.0,Cardiology,0.0,146.0,34.0,PG,Uttar Pradesh
324,UTTARAKHAND,Private,2001.0,Cardiology,0.0,64.0,35.0,PG,Uttarakhand
325,WEST BENGAL,Private,2001.0,Cardiology,0.0,339.0,36.0,PG,West Bengal
326,ASSAM,Public,2001.0,Cardiology,2.0,324.0,4.0,PG,Assam
327,BIHAR,Public,2001.0,Cardiology,0.0,209.0,5.0,PG,Bihar
328,CHANDIGARH,Public,2001.0,Cardiology,0.0,55.0,6.0,PG,Chandigarh
329,CHHATTISGARH,Public,2001.0,Cardiology,0.0,414.0,7.0,PG,Chhattisgarh
330,NCT OF DELHI,Public,2001.0,Cardiology,80.0,95.0,10.0,PG,NCT of Delhi
331,GOA,Public,2001.0,Cardiology,0.0,585.0,11.0,PG,Goa
332,GUJARAT,Public,2001.0,Cardiology,7.0,474.0,12.0,PG,Gujarat
333,HARYANA,Public,2001.0,Cardiology,0.0,70.0,13.0,PG,Haryana
334,HIMACHAL PRADESH,Public,2001.0,Cardiology,0.0,30.0,14.0,PG,Himachal Pradesh
335,JAMMU & KASHMIR,Public,2001.0,Cardiology,3.0,14.0,15.0,PG,Jammu & Kashmir
336,JHARKHAND,Public,2001.0,Cardiology,0.0,355.0,16.0,PG,Jharkhand
337,KARNATAKA,Public,2001.0,Cardiology,22.0,556.0,17.0,PG,Karnataka
338,KERALA,Public,2001.0,Cardiology,12.0,598.0,18.0,PG,Kerala
339,MADHYA PRADESH,Public,2001.0,Cardiology,0.0,465.0,20.0,PG,Madhya Pradesh
340,MAHARASHTRA,Public,2001.0,Cardiology,15.0,522.0,21.0,PG,Maharashtra
341,MANIPUR,Public,2001.0,Cardiology,0.0,275.0,22.0,PG,Manipur
342,MEGHALAYA,Public,2001.0,Cardiology,0.0,294.0,23.0,PG,Meghalaya
343,ODISHA,Public,2001.0,Cardiology,6.0,384.0,26.0,PG,Odisha
344,PUDUCHERRY,Public,2001.0,Cardiology,0.0,636.0,27.0,PG,Puducherry
345,PUNJAB,Public,2001.0,Cardiology,0.0,49.0,28.0,PG,Punjab
346,RAJASTHAN,Public,2001.0,Cardiology,18.0,119.0,29.0,PG,Rajasthan
347,TAMIL NADU,Public,2001.0,Cardiology,4.0,616.0,31.0,PG,Tamil Nadu
348,UTTAR PRADESH,Public,2001.0,Cardiology,22.0,146.0,34.0,PG,Uttar Pradesh
349,UTTARAKHAND,Public,2001.0,Cardiology,0.0,64.0,35.0,PG,Uttarakhand
350,WEST BENGAL,Public,2001.0,Cardiology,19.0,339.0,36.0,PG,West Bengal
351,ANDHRA PRADESH,Private,2018.0,Cardiology,8.0,553.0,2.0,PG,Andhra Pradesh
352,BIHAR,Private,2018.0,Cardiology,0.0,209.0,5.0,PG,Bihar
353,CHHATTISGARH,Private,2018.0,Cardiology,0.0,414.0,7.0,PG,Chhattisgarh
354,NCT OF DELHI,Private,2018.0,Cardiology,0.0,95.0,10.0,PG,NCT of Delhi
355,GUJARAT,Private,2018.0,Cardiology,2.0,474.0,12.0,PG,Gujarat
356,HARYANA,Private,2018.0,Cardiology,2.0,70.0,13.0,PG,Haryana
357,HIMACHAL PRADESH,Private,2018.0,Cardiology,0.0,30.0,14.0,PG,Himachal Pradesh
358,JAMMU & KASHMIR,Private,2018.0,Cardiology,0.0,14.0,15.0,PG,Jammu & Kashmir
359,KARNATAKA,Private,2018.0,Cardiology,19.0,556.0,17.0,PG,Karnataka
360,KERALA,Private,2018.0,Cardiology,16.0,598.0,18.0,PG,Kerala
361,MADHYA PRADESH,Private,2018.0,Cardiology,0.0,465.0,20.0,PG,Madhya Pradesh
362,MAHARASHTRA,Private,2018.0,Cardiology,14.0,522.0,21.0,PG,Maharashtra
363,ODISHA,Private,2018.0,Cardiology,0.0,384.0,26.0,PG,Odisha
364,PUDUCHERRY,Private,2018.0,Cardiology,2.0,636.0,27.0,PG,Puducherry
365,PUNJAB,Private,2018.0,Cardiology,6.0,49.0,28.0,PG,Punjab
366,RAJASTHAN,Private,2018.0,Cardiology,1.0,119.0,29.0,PG,Rajasthan
367,SIKKIM,Private,2018.0,Cardiology,0.0,244.0,30.0,PG,Sikkim
368,TAMIL NADU,Private,2018.0,Cardiology,25.0,616.0,31.0,PG,Tamil Nadu
369,TELANGANA,Private,2018.0,Cardiology,3.0,532.0,32.0,PG,Telangana
370,TRIPURA,Private,2018.0,Cardiology,0.0,291.0,33.0,PG,Tripura
371,UTTAR PRADESH,Private,2018.0,Cardiology,0.0,146.0,34.0,PG,Uttar Pradesh
372,UTTARAKHAND,Private,2018.0,Cardiology,0.0,64.0,35.0,PG,Uttarakhand
373,WEST BENGAL,Private,2018.0,Cardiology,0.0,339.0,36.0,PG,West Bengal
374,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Cardiology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
375,ANDHRA PRADESH,Public,2018.0,Cardiology,14.0,553.0,2.0,PG,Andhra Pradesh
376,ASSAM,Public,2018.0,Cardiology,4.0,324.0,4.0,PG,Assam
377,BIHAR,Public,2018.0,Cardiology,0.0,209.0,5.0,PG,Bihar
378,CHANDIGARH,Public,2018.0,Cardiology,28.0,55.0,6.0,PG,Chandigarh
379,CHHATTISGARH,Public,2018.0,Cardiology,0.0,414.0,7.0,PG,Chhattisgarh
380,NCT OF DELHI,Public,2018.0,Cardiology,106.0,95.0,10.0,PG,NCT of Delhi
381,GOA,Public,2018.0,Cardiology,0.0,585.0,11.0,PG,Goa
382,GUJARAT,Public,2018.0,Cardiology,28.0,474.0,12.0,PG,Gujarat
383,HARYANA,Public,2018.0,Cardiology,2.0,70.0,13.0,PG,Haryana
384,HIMACHAL PRADESH,Public,2018.0,Cardiology,4.0,30.0,14.0,PG,Himachal Pradesh
385,JAMMU & KASHMIR,Public,2018.0,Cardiology,8.0,14.0,15.0,PG,Jammu & Kashmir
386,JHARKHAND,Public,2018.0,Cardiology,0.0,355.0,16.0,PG,Jharkhand
387,KARNATAKA,Public,2018.0,Cardiology,41.0,556.0,17.0,PG,Karnataka
388,KERALA,Public,2018.0,Cardiology,33.0,598.0,18.0,PG,Kerala
389,MADHYA PRADESH,Public,2018.0,Cardiology,0.0,465.0,20.0,PG,Madhya Pradesh
390,MAHARASHTRA,Public,2018.0,Cardiology,31.0,522.0,21.0,PG,Maharashtra
391,MANIPUR,Public,2018.0,Cardiology,0.0,275.0,22.0,PG,Manipur
392,MEGHALAYA,Public,2018.0,Cardiology,2.0,294.0,23.0,PG,Meghalaya
393,ODISHA,Public,2018.0,Cardiology,11.0,384.0,26.0,PG,Odisha
394,PUDUCHERRY,Public,2018.0,Cardiology,11.0,636.0,27.0,PG,Puducherry
395,PUNJAB,Public,2018.0,Cardiology,0.0,49.0,28.0,PG,Punjab
396,RAJASTHAN,Public,2018.0,Cardiology,26.0,119.0,29.0,PG,Rajasthan
397,TAMIL NADU,Public,2018.0,Cardiology,22.0,616.0,31.0,PG,Tamil Nadu
398,TELANGANA,Public,2018.0,Cardiology,30.0,532.0,32.0,PG,Telangana
399,TRIPURA,Public,2018.0,Cardiology,0.0,291.0,33.0,PG,Tripura
400,UTTAR PRADESH,Public,2018.0,Cardiology,34.0,146.0,34.0,PG,Uttar Pradesh
401,UTTARAKHAND,Public,2018.0,Cardiology,0.0,64.0,35.0,PG,Uttarakhand
402,WEST BENGAL,Public,2018.0,Cardiology,47.0,339.0,36.0,PG,West Bengal
403,ASSAM,Both,2001.0,Cardiology,2.0,324.0,4.0,PG,Assam
404,BIHAR,Both,2001.0,Cardiology,0.0,209.0,5.0,PG,Bihar
405,CHANDIGARH,Both,2001.0,Cardiology,0.0,55.0,6.0,PG,Chandigarh
406,CHHATTISGARH,Both,2001.0,Cardiology,0.0,414.0,7.0,PG,Chhattisgarh
407,GOA,Both,2001.0,Cardiology,0.0,585.0,11.0,PG,Goa
408,GUJARAT,Both,2001.0,Cardiology,7.0,474.0,12.0,PG,Gujarat
409,HARYANA,Both,2001.0,Cardiology,0.0,70.0,13.0,PG,Haryana
410,HIMACHAL PRADESH,Both,2001.0,Cardiology,0.0,30.0,14.0,PG,Himachal Pradesh
411,JAMMU & KASHMIR,Both,2001.0,Cardiology,3.0,14.0,15.0,PG,Jammu & Kashmir
412,JHARKHAND,Both,2001.0,Cardiology,0.0,355.0,16.0,PG,Jharkhand
413,KARNATAKA,Both,2001.0,Cardiology,24.0,556.0,17.0,PG,Karnataka
414,KERALA,Both,2001.0,Cardiology,12.0,598.0,18.0,PG,Kerala
415,MADHYA PRADESH,Both,2001.0,Cardiology,0.0,465.0,20.0,PG,Madhya Pradesh
416,MAHARASHTRA,Both,2001.0,Cardiology,15.0,522.0,21.0,PG,Maharashtra
417,MANIPUR,Both,2001.0,Cardiology,0.0,275.0,22.0,PG,Manipur
418,MEGHALAYA,Both,2001.0,Cardiology,0.0,294.0,23.0,PG,Meghalaya
419,NCT OF DELHI,Both,2001.0,Cardiology,80.0,95.0,10.0,PG,NCT of Delhi
420,ODISHA,Both,2001.0,Cardiology,6.0,384.0,26.0,PG,Odisha
421,PUDUCHERRY,Both,2001.0,Cardiology,0.0,636.0,27.0,PG,Puducherry
422,PUNJAB,Both,2001.0,Cardiology,1.0,49.0,28.0,PG,Punjab
423,RAJASTHAN,Both,2001.0,Cardiology,18.0,119.0,29.0,PG,Rajasthan
424,SIKKIM,Both,2001.0,Cardiology,0.0,244.0,30.0,PG,Sikkim
425,TAMIL NADU,Both,2001.0,Cardiology,11.0,616.0,31.0,PG,Tamil Nadu
426,UTTAR PRADESH,Both,2001.0,Cardiology,22.0,146.0,34.0,PG,Uttar Pradesh
427,UTTARAKHAND,Both,2001.0,Cardiology,0.0,64.0,35.0,PG,Uttarakhand
428,WEST BENGAL,Both,2001.0,Cardiology,19.0,339.0,36.0,PG,West Bengal
429,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Cardiology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
430,ANDHRA PRADESH,Both,2018.0,Cardiology,22.0,553.0,2.0,PG,Andhra Pradesh
431,ASSAM,Both,2018.0,Cardiology,4.0,324.0,4.0,PG,Assam
432,BIHAR,Both,2018.0,Cardiology,0.0,209.0,5.0,PG,Bihar
433,CHANDIGARH,Both,2018.0,Cardiology,28.0,55.0,6.0,PG,Chandigarh
434,CHHATTISGARH,Both,2018.0,Cardiology,0.0,414.0,7.0,PG,Chhattisgarh
435,GOA,Both,2018.0,Cardiology,0.0,585.0,11.0,PG,Goa
436,GUJARAT,Both,2018.0,Cardiology,30.0,474.0,12.0,PG,Gujarat
437,HARYANA,Both,2018.0,Cardiology,4.0,70.0,13.0,PG,Haryana
438,HIMACHAL PRADESH,Both,2018.0,Cardiology,4.0,30.0,14.0,PG,Himachal Pradesh
439,JAMMU & KASHMIR,Both,2018.0,Cardiology,8.0,14.0,15.0,PG,Jammu & Kashmir
440,JHARKHAND,Both,2018.0,Cardiology,0.0,355.0,16.0,PG,Jharkhand
441,KARNATAKA,Both,2018.0,Cardiology,60.0,556.0,17.0,PG,Karnataka
442,KERALA,Both,2018.0,Cardiology,49.0,598.0,18.0,PG,Kerala
443,MADHYA PRADESH,Both,2018.0,Cardiology,0.0,465.0,20.0,PG,Madhya Pradesh
444,MAHARASHTRA,Both,2018.0,Cardiology,45.0,522.0,21.0,PG,Maharashtra
445,MANIPUR,Both,2018.0,Cardiology,0.0,275.0,22.0,PG,Manipur
446,MEGHALAYA,Both,2018.0,Cardiology,2.0,294.0,23.0,PG,Meghalaya
447,NCT OF DELHI,Both,2018.0,Cardiology,106.0,95.0,10.0,PG,NCT of Delhi
448,ODISHA,Both,2018.0,Cardiology,11.0,384.0,26.0,PG,Odisha
449,PUDUCHERRY,Both,2018.0,Cardiology,13.0,636.0,27.0,PG,Puducherry
450,PUNJAB,Both,2018.0,Cardiology,6.0,49.0,28.0,PG,Punjab
451,RAJASTHAN,Both,2018.0,Cardiology,27.0,119.0,29.0,PG,Rajasthan
452,SIKKIM,Both,2018.0,Cardiology,0.0,244.0,30.0,PG,Sikkim
453,TAMIL NADU,Both,2018.0,Cardiology,47.0,616.0,31.0,PG,Tamil Nadu
454,TELANGANA,Both,2018.0,Cardiology,33.0,532.0,32.0,PG,Telangana
455,TRIPURA,Both,2018.0,Cardiology,0.0,291.0,33.0,PG,Tripura
456,UTTAR PRADESH,Both,2018.0,Cardiology,34.0,146.0,34.0,PG,Uttar Pradesh
457,UTTARAKHAND,Both,2018.0,Cardiology,0.0,64.0,35.0,PG,Uttarakhand
458,WEST BENGAL,Both,2018.0,Cardiology,47.0,339.0,36.0,PG,West Bengal
459,ANDHRA PRADESH,Private,2001.0,Cardiology,0.0,553.0,2.0,PG,Andhra Pradesh
460,TELANGANA,Private,2001.0,Cardiology,0.0,,,PG,Telangana
461,ANDHRA PRADESH,Public,2001.0,Cardiology,15.0,553.0,2.0,PG,Andhra Pradesh
462,TELANGANA,Public,2001.0,Cardiology,15.0,,,PG,Telangana
463,ANDHRA PRADESH,Both,2001.0,Cardiology,15.0,553.0,2.0,PG,Andhra Pradesh
464,TELANGANA,Both,2001.0,Cardiology,15.0,,,PG,Telangana
465,GUJARAT,Private,2001.0,Neurology,0.0,474.0,12.0,PG,Gujarat
466,HARYANA,Private,2001.0,Neurology,0.0,70.0,13.0,PG,Haryana
467,JAMMU & KASHMIR,Private,2001.0,Neurology,0.0,14.0,15.0,PG,Jammu & Kashmir
468,KARNATAKA,Private,2001.0,Neurology,4.0,556.0,17.0,PG,Karnataka
469,KERALA,Private,2001.0,Neurology,0.0,598.0,18.0,PG,Kerala
470,MADHYA PRADESH,Private,2001.0,Neurology,0.0,465.0,20.0,PG,Madhya Pradesh
471,MAHARASHTRA,Private,2001.0,Neurology,0.0,522.0,21.0,PG,Maharashtra
472,ODISHA,Private,2001.0,Neurology,0.0,384.0,26.0,PG,Odisha
473,PUDUCHERRY,Private,2001.0,Neurology,0.0,636.0,27.0,PG,Puducherry
474,PUNJAB,Private,2001.0,Neurology,0.0,49.0,28.0,PG,Punjab
475,RAJASTHAN,Private,2001.0,Neurology,0.0,119.0,29.0,PG,Rajasthan
476,SIKKIM,Private,2001.0,Neurology,0.0,244.0,30.0,PG,Sikkim
477,TAMIL NADU,Private,2001.0,Neurology,8.0,616.0,31.0,PG,Tamil Nadu
478,UTTAR PRADESH,Private,2001.0,Neurology,0.0,146.0,34.0,PG,Uttar Pradesh
479,UTTARAKHAND,Private,2001.0,Neurology,0.0,64.0,35.0,PG,Uttarakhand
480,WEST BENGAL,Private,2001.0,Neurology,0.0,339.0,36.0,PG,West Bengal
481,ASSAM,Public,2001.0,Neurology,2.0,324.0,4.0,PG,Assam
482,BIHAR,Public,2001.0,Neurology,0.0,209.0,5.0,PG,Bihar
483,CHANDIGARH,Public,2001.0,Neurology,0.0,55.0,6.0,PG,Chandigarh
484,CHHATTISGARH,Public,2001.0,Neurology,0.0,414.0,7.0,PG,Chhattisgarh
485,NCT OF DELHI,Public,2001.0,Neurology,114.0,95.0,10.0,PG,NCT of Delhi
486,GOA,Public,2001.0,Neurology,0.0,585.0,11.0,PG,Goa
487,GUJARAT,Public,2001.0,Neurology,4.0,474.0,12.0,PG,Gujarat
488,HARYANA,Public,2001.0,Neurology,0.0,70.0,13.0,PG,Haryana
489,HIMACHAL PRADESH,Public,2001.0,Neurology,0.0,30.0,14.0,PG,Himachal Pradesh
490,JAMMU & KASHMIR,Public,2001.0,Neurology,0.0,14.0,15.0,PG,Jammu & Kashmir
491,JHARKHAND,Public,2001.0,Neurology,0.0,355.0,16.0,PG,Jharkhand
492,KARNATAKA,Public,2001.0,Neurology,32.0,556.0,17.0,PG,Karnataka
493,KERALA,Public,2001.0,Neurology,12.0,598.0,18.0,PG,Kerala
494,MADHYA PRADESH,Public,2001.0,Neurology,1.0,465.0,20.0,PG,Madhya Pradesh
495,MAHARASHTRA,Public,2001.0,Neurology,14.0,522.0,21.0,PG,Maharashtra
496,MANIPUR,Public,2001.0,Neurology,0.0,275.0,22.0,PG,Manipur
497,MEGHALAYA,Public,2001.0,Neurology,0.0,294.0,23.0,PG,Meghalaya
498,ODISHA,Public,2001.0,Neurology,2.0,384.0,26.0,PG,Odisha
499,PUDUCHERRY,Public,2001.0,Neurology,0.0,636.0,27.0,PG,Puducherry
500,PUNJAB,Public,2001.0,Neurology,0.0,49.0,28.0,PG,Punjab
501,RAJASTHAN,Public,2001.0,Neurology,20.0,119.0,29.0,PG,Rajasthan
502,TAMIL NADU,Public,2001.0,Neurology,36.0,616.0,31.0,PG,Tamil Nadu
503,UTTAR PRADESH,Public,2001.0,Neurology,23.0,146.0,34.0,PG,Uttar Pradesh
504,UTTARAKHAND,Public,2001.0,Neurology,0.0,64.0,35.0,PG,Uttarakhand
505,WEST BENGAL,Public,2001.0,Neurology,7.0,339.0,36.0,PG,West Bengal
506,ANDHRA PRADESH,Private,2018.0,Neurology,5.0,553.0,2.0,PG,Andhra Pradesh
507,BIHAR,Private,2018.0,Neurology,0.0,209.0,5.0,PG,Bihar
508,CHHATTISGARH,Private,2018.0,Neurology,0.0,414.0,7.0,PG,Chhattisgarh
509,NCT OF DELHI,Private,2018.0,Neurology,0.0,95.0,10.0,PG,NCT of Delhi
510,GUJARAT,Private,2018.0,Neurology,2.0,474.0,12.0,PG,Gujarat
511,HARYANA,Private,2018.0,Neurology,2.0,70.0,13.0,PG,Haryana
512,HIMACHAL PRADESH,Private,2018.0,Neurology,0.0,30.0,14.0,PG,Himachal Pradesh
513,JAMMU & KASHMIR,Private,2018.0,Neurology,0.0,14.0,15.0,PG,Jammu & Kashmir
514,KARNATAKA,Private,2018.0,Neurology,21.0,556.0,17.0,PG,Karnataka
515,KERALA,Private,2018.0,Neurology,10.0,598.0,18.0,PG,Kerala
516,MADHYA PRADESH,Private,2018.0,Neurology,4.0,465.0,20.0,PG,Madhya Pradesh
517,MAHARASHTRA,Private,2018.0,Neurology,4.0,522.0,21.0,PG,Maharashtra
518,ODISHA,Private,2018.0,Neurology,0.0,384.0,26.0,PG,Odisha
519,PUDUCHERRY,Private,2018.0,Neurology,1.0,636.0,27.0,PG,Puducherry
520,PUNJAB,Private,2018.0,Neurology,5.0,49.0,28.0,PG,Punjab
521,RAJASTHAN,Private,2018.0,Neurology,3.0,119.0,29.0,PG,Rajasthan
522,SIKKIM,Private,2018.0,Neurology,0.0,244.0,30.0,PG,Sikkim
523,TAMIL NADU,Private,2018.0,Neurology,24.0,616.0,31.0,PG,Tamil Nadu
524,TELANGANA,Private,2018.0,Neurology,5.0,532.0,32.0,PG,Telangana
525,TRIPURA,Private,2018.0,Neurology,0.0,291.0,33.0,PG,Tripura
526,UTTAR PRADESH,Private,2018.0,Neurology,0.0,146.0,34.0,PG,Uttar Pradesh
527,UTTARAKHAND,Private,2018.0,Neurology,0.0,64.0,35.0,PG,Uttarakhand
528,WEST BENGAL,Private,2018.0,Neurology,0.0,339.0,36.0,PG,West Bengal
529,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Neurology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
530,ANDHRA PRADESH,Public,2018.0,Neurology,18.0,553.0,2.0,PG,Andhra Pradesh
531,ASSAM,Public,2018.0,Neurology,4.0,324.0,4.0,PG,Assam
532,BIHAR,Public,2018.0,Neurology,0.0,209.0,5.0,PG,Bihar
533,CHANDIGARH,Public,2018.0,Neurology,12.0,55.0,6.0,PG,Chandigarh
534,CHHATTISGARH,Public,2018.0,Neurology,0.0,414.0,7.0,PG,Chhattisgarh
535,NCT OF DELHI,Public,2018.0,Neurology,131.0,95.0,10.0,PG,NCT of Delhi
536,GOA,Public,2018.0,Neurology,2.0,585.0,11.0,PG,Goa
537,GUJARAT,Public,2018.0,Neurology,11.0,474.0,12.0,PG,Gujarat
538,HARYANA,Public,2018.0,Neurology,2.0,70.0,13.0,PG,Haryana
539,HIMACHAL PRADESH,Public,2018.0,Neurology,0.0,30.0,14.0,PG,Himachal Pradesh
540,JAMMU & KASHMIR,Public,2018.0,Neurology,4.0,14.0,15.0,PG,Jammu & Kashmir
541,JHARKHAND,Public,2018.0,Neurology,1.0,355.0,16.0,PG,Jharkhand
542,KARNATAKA,Public,2018.0,Neurology,72.0,556.0,17.0,PG,Karnataka
543,KERALA,Public,2018.0,Neurology,30.0,598.0,18.0,PG,Kerala
544,MADHYA PRADESH,Public,2018.0,Neurology,8.0,465.0,20.0,PG,Madhya Pradesh
545,MAHARASHTRA,Public,2018.0,Neurology,28.0,522.0,21.0,PG,Maharashtra
546,MANIPUR,Public,2018.0,Neurology,0.0,275.0,22.0,PG,Manipur
547,MEGHALAYA,Public,2018.0,Neurology,0.0,294.0,23.0,PG,Meghalaya
548,ODISHA,Public,2018.0,Neurology,7.0,384.0,26.0,PG,Odisha
549,PUDUCHERRY,Public,2018.0,Neurology,8.0,636.0,27.0,PG,Puducherry
550,PUNJAB,Public,2018.0,Neurology,0.0,49.0,28.0,PG,Punjab
551,RAJASTHAN,Public,2018.0,Neurology,29.0,119.0,29.0,PG,Rajasthan
552,TAMIL NADU,Public,2018.0,Neurology,35.0,616.0,31.0,PG,Tamil Nadu
553,TELANGANA,Public,2018.0,Neurology,27.0,532.0,32.0,PG,Telangana
554,TRIPURA,Public,2018.0,Neurology,0.0,291.0,33.0,PG,Tripura
555,UTTAR PRADESH,Public,2018.0,Neurology,31.0,146.0,34.0,PG,Uttar Pradesh
556,UTTARAKHAND,Public,2018.0,Neurology,0.0,64.0,35.0,PG,Uttarakhand
557,WEST BENGAL,Public,2018.0,Neurology,26.0,339.0,36.0,PG,West Bengal
558,ASSAM,Both,2001.0,Neurology,2.0,324.0,4.0,PG,Assam
559,BIHAR,Both,2001.0,Neurology,0.0,209.0,5.0,PG,Bihar
560,CHANDIGARH,Both,2001.0,Neurology,0.0,55.0,6.0,PG,Chandigarh
561,CHHATTISGARH,Both,2001.0,Neurology,0.0,414.0,7.0,PG,Chhattisgarh
562,GOA,Both,2001.0,Neurology,0.0,585.0,11.0,PG,Goa
563,GUJARAT,Both,2001.0,Neurology,4.0,474.0,12.0,PG,Gujarat
564,HARYANA,Both,2001.0,Neurology,0.0,70.0,13.0,PG,Haryana
565,HIMACHAL PRADESH,Both,2001.0,Neurology,0.0,30.0,14.0,PG,Himachal Pradesh
566,JAMMU & KASHMIR,Both,2001.0,Neurology,0.0,14.0,15.0,PG,Jammu & Kashmir
567,JHARKHAND,Both,2001.0,Neurology,0.0,355.0,16.0,PG,Jharkhand
568,KARNATAKA,Both,2001.0,Neurology,36.0,556.0,17.0,PG,Karnataka
569,KERALA,Both,2001.0,Neurology,12.0,598.0,18.0,PG,Kerala
570,MADHYA PRADESH,Both,2001.0,Neurology,1.0,465.0,20.0,PG,Madhya Pradesh
571,MAHARASHTRA,Both,2001.0,Neurology,14.0,522.0,21.0,PG,Maharashtra
572,MANIPUR,Both,2001.0,Neurology,0.0,275.0,22.0,PG,Manipur
573,MEGHALAYA,Both,2001.0,Neurology,0.0,294.0,23.0,PG,Meghalaya
574,NCT OF DELHI,Both,2001.0,Neurology,114.0,95.0,10.0,PG,NCT of Delhi
575,ODISHA,Both,2001.0,Neurology,2.0,384.0,26.0,PG,Odisha
576,PUDUCHERRY,Both,2001.0,Neurology,0.0,636.0,27.0,PG,Puducherry
577,PUNJAB,Both,2001.0,Neurology,0.0,49.0,28.0,PG,Punjab
578,RAJASTHAN,Both,2001.0,Neurology,20.0,119.0,29.0,PG,Rajasthan
579,SIKKIM,Both,2001.0,Neurology,0.0,244.0,30.0,PG,Sikkim
580,TAMIL NADU,Both,2001.0,Neurology,44.0,616.0,31.0,PG,Tamil Nadu
581,UTTAR PRADESH,Both,2001.0,Neurology,23.0,146.0,34.0,PG,Uttar Pradesh
582,UTTARAKHAND,Both,2001.0,Neurology,0.0,64.0,35.0,PG,Uttarakhand
583,WEST BENGAL,Both,2001.0,Neurology,7.0,339.0,36.0,PG,West Bengal
584,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Neurology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
585,ANDHRA PRADESH,Both,2018.0,Neurology,23.0,553.0,2.0,PG,Andhra Pradesh
586,ASSAM,Both,2018.0,Neurology,4.0,324.0,4.0,PG,Assam
587,BIHAR,Both,2018.0,Neurology,0.0,209.0,5.0,PG,Bihar
588,CHANDIGARH,Both,2018.0,Neurology,12.0,55.0,6.0,PG,Chandigarh
589,CHHATTISGARH,Both,2018.0,Neurology,0.0,414.0,7.0,PG,Chhattisgarh
590,GOA,Both,2018.0,Neurology,2.0,585.0,11.0,PG,Goa
591,GUJARAT,Both,2018.0,Neurology,13.0,474.0,12.0,PG,Gujarat
592,HARYANA,Both,2018.0,Neurology,4.0,70.0,13.0,PG,Haryana
593,HIMACHAL PRADESH,Both,2018.0,Neurology,0.0,30.0,14.0,PG,Himachal Pradesh
594,JAMMU & KASHMIR,Both,2018.0,Neurology,4.0,14.0,15.0,PG,Jammu & Kashmir
595,JHARKHAND,Both,2018.0,Neurology,1.0,355.0,16.0,PG,Jharkhand
596,KARNATAKA,Both,2018.0,Neurology,93.0,556.0,17.0,PG,Karnataka
597,KERALA,Both,2018.0,Neurology,40.0,598.0,18.0,PG,Kerala
598,MADHYA PRADESH,Both,2018.0,Neurology,12.0,465.0,20.0,PG,Madhya Pradesh
599,MAHARASHTRA,Both,2018.0,Neurology,32.0,522.0,21.0,PG,Maharashtra
600,MANIPUR,Both,2018.0,Neurology,0.0,275.0,22.0,PG,Manipur
601,MEGHALAYA,Both,2018.0,Neurology,0.0,294.0,23.0,PG,Meghalaya
602,NCT OF DELHI,Both,2018.0,Neurology,131.0,95.0,10.0,PG,NCT of Delhi
603,ODISHA,Both,2018.0,Neurology,7.0,384.0,26.0,PG,Odisha
604,PUDUCHERRY,Both,2018.0,Neurology,9.0,636.0,27.0,PG,Puducherry
