"","X","State","Management","Year","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new"
"310",310,"TELANGANA","Both",2001,"Anaesthesia",95,NA,NA,"PG","Telangana"
"311",311,"GUJARAT","Private",2001,"Cardiology",0,474,12,"PG","Gujarat"
"312",312,"HARYANA","Private",2001,"Cardiology",0,70,13,"PG","Haryana"
"313",313,"JAMMU & KASHMIR","Private",2001,"Cardiology",0,14,15,"PG","Jammu & Kashmir"
"314",314,"KARNATAKA","Private",2001,"Cardiology",2,556,17,"PG","Karnataka"
"315",315,"KERALA","Private",2001,"Cardiology",0,598,18,"PG","Kerala"
"316",316,"MADHYA PRADESH","Private",2001,"Cardiology",0,465,20,"PG","Madhya Pradesh"
"317",317,"MAHARASHTRA","Private",2001,"Cardiology",0,522,21,"PG","Maharashtra"
"318",318,"ODISHA","Private",2001,"Cardiology",0,384,26,"PG","Odisha"
"319",319,"PUDUCHERRY","Private",2001,"Cardiology",0,636,27,"PG","Puducherry"
"320",320,"PUNJAB","Private",2001,"Cardiology",1,49,28,"PG","Punjab"
"321",321,"RAJASTHAN","Private",2001,"Cardiology",0,119,29,"PG","Rajasthan"
"322",322,"SIKKIM","Private",2001,"Cardiology",0,244,30,"PG","Sikkim"
"323",323,"TAMIL NADU","Private",2001,"Cardiology",7,616,31,"PG","Tamil Nadu"
"324",324,"UTTAR PRADESH","Private",2001,"Cardiology",0,146,34,"PG","Uttar Pradesh"
"325",325,"UTTARAKHAND","Private",2001,"Cardiology",0,64,35,"PG","Uttarakhand"
"326",326,"WEST BENGAL","Private",2001,"Cardiology",0,339,36,"PG","West Bengal"
"327",327,"ASSAM","Public",2001,"Cardiology",2,324,4,"PG","Assam"
"328",328,"BIHAR","Public",2001,"Cardiology",0,209,5,"PG","Bihar"
"329",329,"CHANDIGARH","Public",2001,"Cardiology",0,55,6,"PG","Chandigarh"
"330",330,"CHHATTISGARH","Public",2001,"Cardiology",0,414,7,"PG","Chhattisgarh"
"331",331,"NCT OF DELHI","Public",2001,"Cardiology",80,95,10,"PG","NCT of Delhi"
"332",332,"GOA","Public",2001,"Cardiology",0,585,11,"PG","Goa"
"333",333,"GUJARAT","Public",2001,"Cardiology",7,474,12,"PG","Gujarat"
"334",334,"HARYANA","Public",2001,"Cardiology",0,70,13,"PG","Haryana"
"335",335,"HIMACHAL PRADESH","Public",2001,"Cardiology",0,30,14,"PG","Himachal Pradesh"
"336",336,"JAMMU & KASHMIR","Public",2001,"Cardiology",3,14,15,"PG","Jammu & Kashmir"
"337",337,"JHARKHAND","Public",2001,"Cardiology",0,355,16,"PG","Jharkhand"
"338",338,"KARNATAKA","Public",2001,"Cardiology",22,556,17,"PG","Karnataka"
"339",339,"KERALA","Public",2001,"Cardiology",12,598,18,"PG","Kerala"
"340",340,"MADHYA PRADESH","Public",2001,"Cardiology",0,465,20,"PG","Madhya Pradesh"
"341",341,"MAHARASHTRA","Public",2001,"Cardiology",15,522,21,"PG","Maharashtra"
"342",342,"MANIPUR","Public",2001,"Cardiology",0,275,22,"PG","Manipur"
"343",343,"MEGHALAYA","Public",2001,"Cardiology",0,294,23,"PG","Meghalaya"
"344",344,"ODISHA","Public",2001,"Cardiology",6,384,26,"PG","Odisha"
"345",345,"PUDUCHERRY","Public",2001,"Cardiology",0,636,27,"PG","Puducherry"
"346",346,"PUNJAB","Public",2001,"Cardiology",0,49,28,"PG","Punjab"
"347",347,"RAJASTHAN","Public",2001,"Cardiology",18,119,29,"PG","Rajasthan"
"348",348,"TAMIL NADU","Public",2001,"Cardiology",4,616,31,"PG","Tamil Nadu"
"349",349,"UTTAR PRADESH","Public",2001,"Cardiology",22,146,34,"PG","Uttar Pradesh"
"350",350,"UTTARAKHAND","Public",2001,"Cardiology",0,64,35,"PG","Uttarakhand"
"351",351,"WEST BENGAL","Public",2001,"Cardiology",19,339,36,"PG","West Bengal"
"352",352,"ANDHRA PRADESH","Private",2018,"Cardiology",8,553,2,"PG","Andhra Pradesh"
"353",353,"BIHAR","Private",2018,"Cardiology",0,209,5,"PG","Bihar"
"354",354,"CHHATTISGARH","Private",2018,"Cardiology",0,414,7,"PG","Chhattisgarh"
"355",355,"NCT OF DELHI","Private",2018,"Cardiology",0,95,10,"PG","NCT of Delhi"
"356",356,"GUJARAT","Private",2018,"Cardiology",2,474,12,"PG","Gujarat"
"357",357,"HARYANA","Private",2018,"Cardiology",2,70,13,"PG","Haryana"
"358",358,"HIMACHAL PRADESH","Private",2018,"Cardiology",0,30,14,"PG","Himachal Pradesh"
"359",359,"JAMMU & KASHMIR","Private",2018,"Cardiology",0,14,15,"PG","Jammu & Kashmir"
"360",360,"KARNATAKA","Private",2018,"Cardiology",19,556,17,"PG","Karnataka"
"361",361,"KERALA","Private",2018,"Cardiology",16,598,18,"PG","Kerala"
"362",362,"MADHYA PRADESH","Private",2018,"Cardiology",0,465,20,"PG","Madhya Pradesh"
"363",363,"MAHARASHTRA","Private",2018,"Cardiology",14,522,21,"PG","Maharashtra"
"364",364,"ODISHA","Private",2018,"Cardiology",0,384,26,"PG","Odisha"
"365",365,"PUDUCHERRY","Private",2018,"Cardiology",2,636,27,"PG","Puducherry"
"366",366,"PUNJAB","Private",2018,"Cardiology",6,49,28,"PG","Punjab"
"367",367,"RAJASTHAN","Private",2018,"Cardiology",1,119,29,"PG","Rajasthan"
"368",368,"SIKKIM","Private",2018,"Cardiology",0,244,30,"PG","Sikkim"
"369",369,"TAMIL NADU","Private",2018,"Cardiology",25,616,31,"PG","Tamil Nadu"
"370",370,"TELANGANA","Private",2018,"Cardiology",3,532,32,"PG","Telangana"
"371",371,"TRIPURA","Private",2018,"Cardiology",0,291,33,"PG","Tripura"
"372",372,"UTTAR PRADESH","Private",2018,"Cardiology",0,146,34,"PG","Uttar Pradesh"
"373",373,"UTTARAKHAND","Private",2018,"Cardiology",0,64,35,"PG","Uttarakhand"
"374",374,"WEST BENGAL","Private",2018,"Cardiology",0,339,36,"PG","West Bengal"
"375",375,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Cardiology",0,638,1,"PG","Andaman & Nicobar Island"
"376",376,"ANDHRA PRADESH","Public",2018,"Cardiology",14,553,2,"PG","Andhra Pradesh"
"377",377,"ASSAM","Public",2018,"Cardiology",4,324,4,"PG","Assam"
"378",378,"BIHAR","Public",2018,"Cardiology",0,209,5,"PG","Bihar"
"379",379,"CHANDIGARH","Public",2018,"Cardiology",28,55,6,"PG","Chandigarh"
"380",380,"CHHATTISGARH","Public",2018,"Cardiology",0,414,7,"PG","Chhattisgarh"
"381",381,"NCT OF DELHI","Public",2018,"Cardiology",106,95,10,"PG","NCT of Delhi"
"382",382,"GOA","Public",2018,"Cardiology",0,585,11,"PG","Goa"
"383",383,"GUJARAT","Public",2018,"Cardiology",28,474,12,"PG","Gujarat"
"384",384,"HARYANA","Public",2018,"Cardiology",2,70,13,"PG","Haryana"
"385",385,"HIMACHAL PRADESH","Public",2018,"Cardiology",4,30,14,"PG","Himachal Pradesh"
"386",386,"JAMMU & KASHMIR","Public",2018,"Cardiology",8,14,15,"PG","Jammu & Kashmir"
"387",387,"JHARKHAND","Public",2018,"Cardiology",0,355,16,"PG","Jharkhand"
"388",388,"KARNATAKA","Public",2018,"Cardiology",41,556,17,"PG","Karnataka"
"389",389,"KERALA","Public",2018,"Cardiology",33,598,18,"PG","Kerala"
"390",390,"MADHYA PRADESH","Public",2018,"Cardiology",0,465,20,"PG","Madhya Pradesh"
"391",391,"MAHARASHTRA","Public",2018,"Cardiology",31,522,21,"PG","Maharashtra"
"392",392,"MANIPUR","Public",2018,"Cardiology",0,275,22,"PG","Manipur"
"393",393,"MEGHALAYA","Public",2018,"Cardiology",2,294,23,"PG","Meghalaya"
"394",394,"ODISHA","Public",2018,"Cardiology",11,384,26,"PG","Odisha"
"395",395,"PUDUCHERRY","Public",2018,"Cardiology",11,636,27,"PG","Puducherry"
"396",396,"PUNJAB","Public",2018,"Cardiology",0,49,28,"PG","Punjab"
"397",397,"RAJASTHAN","Public",2018,"Cardiology",26,119,29,"PG","Rajasthan"
"398",398,"TAMIL NADU","Public",2018,"Cardiology",22,616,31,"PG","Tamil Nadu"
"399",399,"TELANGANA","Public",2018,"Cardiology",30,532,32,"PG","Telangana"
"400",400,"TRIPURA","Public",2018,"Cardiology",0,291,33,"PG","Tripura"
"401",401,"UTTAR PRADESH","Public",2018,"Cardiology",34,146,34,"PG","Uttar Pradesh"
"402",402,"UTTARAKHAND","Public",2018,"Cardiology",0,64,35,"PG","Uttarakhand"
"403",403,"WEST BENGAL","Public",2018,"Cardiology",47,339,36,"PG","West Bengal"
"404",404,"ASSAM","Both",2001,"Cardiology",2,324,4,"PG","Assam"
"405",405,"BIHAR","Both",2001,"Cardiology",0,209,5,"PG","Bihar"
"406",406,"CHANDIGARH","Both",2001,"Cardiology",0,55,6,"PG","Chandigarh"
"407",407,"CHHATTISGARH","Both",2001,"Cardiology",0,414,7,"PG","Chhattisgarh"
"408",408,"GOA","Both",2001,"Cardiology",0,585,11,"PG","Goa"
"409",409,"GUJARAT","Both",2001,"Cardiology",7,474,12,"PG","Gujarat"
"410",410,"HARYANA","Both",2001,"Cardiology",0,70,13,"PG","Haryana"
"411",411,"HIMACHAL PRADESH","Both",2001,"Cardiology",0,30,14,"PG","Himachal Pradesh"
"412",412,"JAMMU & KASHMIR","Both",2001,"Cardiology",3,14,15,"PG","Jammu & Kashmir"
"413",413,"JHARKHAND","Both",2001,"Cardiology",0,355,16,"PG","Jharkhand"
"414",414,"KARNATAKA","Both",2001,"Cardiology",24,556,17,"PG","Karnataka"
"415",415,"KERALA","Both",2001,"Cardiology",12,598,18,"PG","Kerala"
"416",416,"MADHYA PRADESH","Both",2001,"Cardiology",0,465,20,"PG","Madhya Pradesh"
"417",417,"MAHARASHTRA","Both",2001,"Cardiology",15,522,21,"PG","Maharashtra"
"418",418,"MANIPUR","Both",2001,"Cardiology",0,275,22,"PG","Manipur"
"419",419,"MEGHALAYA","Both",2001,"Cardiology",0,294,23,"PG","Meghalaya"
"420",420,"NCT OF DELHI","Both",2001,"Cardiology",80,95,10,"PG","NCT of Delhi"
"421",421,"ODISHA","Both",2001,"Cardiology",6,384,26,"PG","Odisha"
"422",422,"PUDUCHERRY","Both",2001,"Cardiology",0,636,27,"PG","Puducherry"
"423",423,"PUNJAB","Both",2001,"Cardiology",1,49,28,"PG","Punjab"
"424",424,"RAJASTHAN","Both",2001,"Cardiology",18,119,29,"PG","Rajasthan"
"425",425,"SIKKIM","Both",2001,"Cardiology",0,244,30,"PG","Sikkim"
"426",426,"TAMIL NADU","Both",2001,"Cardiology",11,616,31,"PG","Tamil Nadu"
"427",427,"UTTAR PRADESH","Both",2001,"Cardiology",22,146,34,"PG","Uttar Pradesh"
"428",428,"UTTARAKHAND","Both",2001,"Cardiology",0,64,35,"PG","Uttarakhand"
"429",429,"WEST BENGAL","Both",2001,"Cardiology",19,339,36,"PG","West Bengal"
"430",430,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Cardiology",0,638,1,"PG","Andaman & Nicobar Island"
"431",431,"ANDHRA PRADESH","Both",2018,"Cardiology",22,553,2,"PG","Andhra Pradesh"
"432",432,"ASSAM","Both",2018,"Cardiology",4,324,4,"PG","Assam"
"433",433,"BIHAR","Both",2018,"Cardiology",0,209,5,"PG","Bihar"
"434",434,"CHANDIGARH","Both",2018,"Cardiology",28,55,6,"PG","Chandigarh"
"435",435,"CHHATTISGARH","Both",2018,"Cardiology",0,414,7,"PG","Chhattisgarh"
"436",436,"GOA","Both",2018,"Cardiology",0,585,11,"PG","Goa"
"437",437,"GUJARAT","Both",2018,"Cardiology",30,474,12,"PG","Gujarat"
"438",438,"HARYANA","Both",2018,"Cardiology",4,70,13,"PG","Haryana"
"439",439,"HIMACHAL PRADESH","Both",2018,"Cardiology",4,30,14,"PG","Himachal Pradesh"
"440",440,"JAMMU & KASHMIR","Both",2018,"Cardiology",8,14,15,"PG","Jammu & Kashmir"
"441",441,"JHARKHAND","Both",2018,"Cardiology",0,355,16,"PG","Jharkhand"
"442",442,"KARNATAKA","Both",2018,"Cardiology",60,556,17,"PG","Karnataka"
"443",443,"KERALA","Both",2018,"Cardiology",49,598,18,"PG","Kerala"
"444",444,"MADHYA PRADESH","Both",2018,"Cardiology",0,465,20,"PG","Madhya Pradesh"
"445",445,"MAHARASHTRA","Both",2018,"Cardiology",45,522,21,"PG","Maharashtra"
"446",446,"MANIPUR","Both",2018,"Cardiology",0,275,22,"PG","Manipur"
"447",447,"MEGHALAYA","Both",2018,"Cardiology",2,294,23,"PG","Meghalaya"
"448",448,"NCT OF DELHI","Both",2018,"Cardiology",106,95,10,"PG","NCT of Delhi"
"449",449,"ODISHA","Both",2018,"Cardiology",11,384,26,"PG","Odisha"
"450",450,"PUDUCHERRY","Both",2018,"Cardiology",13,636,27,"PG","Puducherry"
"451",451,"PUNJAB","Both",2018,"Cardiology",6,49,28,"PG","Punjab"
"452",452,"RAJASTHAN","Both",2018,"Cardiology",27,119,29,"PG","Rajasthan"
"453",453,"SIKKIM","Both",2018,"Cardiology",0,244,30,"PG","Sikkim"
"454",454,"TAMIL NADU","Both",2018,"Cardiology",47,616,31,"PG","Tamil Nadu"
"455",455,"TELANGANA","Both",2018,"Cardiology",33,532,32,"PG","Telangana"
"456",456,"TRIPURA","Both",2018,"Cardiology",0,291,33,"PG","Tripura"
"457",457,"UTTAR PRADESH","Both",2018,"Cardiology",34,146,34,"PG","Uttar Pradesh"
"458",458,"UTTARAKHAND","Both",2018,"Cardiology",0,64,35,"PG","Uttarakhand"
"459",459,"WEST BENGAL","Both",2018,"Cardiology",47,339,36,"PG","West Bengal"
"460",460,"ANDHRA PRADESH","Private",2001,"Cardiology",0,553,2,"PG","Andhra Pradesh"
"461",461,"TELANGANA","Private",2001,"Cardiology",0,NA,NA,"PG","Telangana"
"462",462,"ANDHRA PRADESH","Public",2001,"Cardiology",15,553,2,"PG","Andhra Pradesh"
"463",463,"TELANGANA","Public",2001,"Cardiology",15,NA,NA,"PG","Telangana"
"464",464,"ANDHRA PRADESH","Both",2001,"Cardiology",15,553,2,"PG","Andhra Pradesh"
"465",465,"TELANGANA","Both",2001,"Cardiology",15,NA,NA,"PG","Telangana"
"466",466,"GUJARAT","Private",2001,"Neurology",0,474,12,"PG","Gujarat"
"467",467,"HARYANA","Private",2001,"Neurology",0,70,13,"PG","Haryana"
"468",468,"JAMMU & KASHMIR","Private",2001,"Neurology",0,14,15,"PG","Jammu & Kashmir"
"469",469,"KARNATAKA","Private",2001,"Neurology",4,556,17,"PG","Karnataka"
"470",470,"KERALA","Private",2001,"Neurology",0,598,18,"PG","Kerala"
"471",471,"MADHYA PRADESH","Private",2001,"Neurology",0,465,20,"PG","Madhya Pradesh"
"472",472,"MAHARASHTRA","Private",2001,"Neurology",0,522,21,"PG","Maharashtra"
"473",473,"ODISHA","Private",2001,"Neurology",0,384,26,"PG","Odisha"
"474",474,"PUDUCHERRY","Private",2001,"Neurology",0,636,27,"PG","Puducherry"
"475",475,"PUNJAB","Private",2001,"Neurology",0,49,28,"PG","Punjab"
"476",476,"RAJASTHAN","Private",2001,"Neurology",0,119,29,"PG","Rajasthan"
"477",477,"SIKKIM","Private",2001,"Neurology",0,244,30,"PG","Sikkim"
"478",478,"TAMIL NADU","Private",2001,"Neurology",8,616,31,"PG","Tamil Nadu"
"479",479,"UTTAR PRADESH","Private",2001,"Neurology",0,146,34,"PG","Uttar Pradesh"
"480",480,"UTTARAKHAND","Private",2001,"Neurology",0,64,35,"PG","Uttarakhand"
"481",481,"WEST BENGAL","Private",2001,"Neurology",0,339,36,"PG","West Bengal"
"482",482,"ASSAM","Public",2001,"Neurology",2,324,4,"PG","Assam"
"483",483,"BIHAR","Public",2001,"Neurology",0,209,5,"PG","Bihar"
"484",484,"CHANDIGARH","Public",2001,"Neurology",0,55,6,"PG","Chandigarh"
"485",485,"CHHATTISGARH","Public",2001,"Neurology",0,414,7,"PG","Chhattisgarh"
"486",486,"NCT OF DELHI","Public",2001,"Neurology",114,95,10,"PG","NCT of Delhi"
"487",487,"GOA","Public",2001,"Neurology",0,585,11,"PG","Goa"
"488",488,"GUJARAT","Public",2001,"Neurology",4,474,12,"PG","Gujarat"
"489",489,"HARYANA","Public",2001,"Neurology",0,70,13,"PG","Haryana"
"490",490,"HIMACHAL PRADESH","Public",2001,"Neurology",0,30,14,"PG","Himachal Pradesh"
"491",491,"JAMMU & KASHMIR","Public",2001,"Neurology",0,14,15,"PG","Jammu & Kashmir"
"492",492,"JHARKHAND","Public",2001,"Neurology",0,355,16,"PG","Jharkhand"
"493",493,"KARNATAKA","Public",2001,"Neurology",32,556,17,"PG","Karnataka"
"494",494,"KERALA","Public",2001,"Neurology",12,598,18,"PG","Kerala"
"495",495,"MADHYA PRADESH","Public",2001,"Neurology",1,465,20,"PG","Madhya Pradesh"
"496",496,"MAHARASHTRA","Public",2001,"Neurology",14,522,21,"PG","Maharashtra"
"497",497,"MANIPUR","Public",2001,"Neurology",0,275,22,"PG","Manipur"
"498",498,"MEGHALAYA","Public",2001,"Neurology",0,294,23,"PG","Meghalaya"
"499",499,"ODISHA","Public",2001,"Neurology",2,384,26,"PG","Odisha"
"500",500,"PUDUCHERRY","Public",2001,"Neurology",0,636,27,"PG","Puducherry"
"501",501,"PUNJAB","Public",2001,"Neurology",0,49,28,"PG","Punjab"
"502",502,"RAJASTHAN","Public",2001,"Neurology",20,119,29,"PG","Rajasthan"
"503",503,"TAMIL NADU","Public",2001,"Neurology",36,616,31,"PG","Tamil Nadu"
"504",504,"UTTAR PRADESH","Public",2001,"Neurology",23,146,34,"PG","Uttar Pradesh"
"505",505,"UTTARAKHAND","Public",2001,"Neurology",0,64,35,"PG","Uttarakhand"
"506",506,"WEST BENGAL","Public",2001,"Neurology",7,339,36,"PG","West Bengal"
"507",507,"ANDHRA PRADESH","Private",2018,"Neurology",5,553,2,"PG","Andhra Pradesh"
"508",508,"BIHAR","Private",2018,"Neurology",0,209,5,"PG","Bihar"
"509",509,"CHHATTISGARH","Private",2018,"Neurology",0,414,7,"PG","Chhattisgarh"
"510",510,"NCT OF DELHI","Private",2018,"Neurology",0,95,10,"PG","NCT of Delhi"
"511",511,"GUJARAT","Private",2018,"Neurology",2,474,12,"PG","Gujarat"
"512",512,"HARYANA","Private",2018,"Neurology",2,70,13,"PG","Haryana"
"513",513,"HIMACHAL PRADESH","Private",2018,"Neurology",0,30,14,"PG","Himachal Pradesh"
"514",514,"JAMMU & KASHMIR","Private",2018,"Neurology",0,14,15,"PG","Jammu & Kashmir"
"515",515,"KARNATAKA","Private",2018,"Neurology",21,556,17,"PG","Karnataka"
"516",516,"KERALA","Private",2018,"Neurology",10,598,18,"PG","Kerala"
"517",517,"MADHYA PRADESH","Private",2018,"Neurology",4,465,20,"PG","Madhya Pradesh"
"518",518,"MAHARASHTRA","Private",2018,"Neurology",4,522,21,"PG","Maharashtra"
"519",519,"ODISHA","Private",2018,"Neurology",0,384,26,"PG","Odisha"
"520",520,"PUDUCHERRY","Private",2018,"Neurology",1,636,27,"PG","Puducherry"
"521",521,"PUNJAB","Private",2018,"Neurology",5,49,28,"PG","Punjab"
"522",522,"RAJASTHAN","Private",2018,"Neurology",3,119,29,"PG","Rajasthan"
"523",523,"SIKKIM","Private",2018,"Neurology",0,244,30,"PG","Sikkim"
"524",524,"TAMIL NADU","Private",2018,"Neurology",24,616,31,"PG","Tamil Nadu"
"525",525,"TELANGANA","Private",2018,"Neurology",5,532,32,"PG","Telangana"
"526",526,"TRIPURA","Private",2018,"Neurology",0,291,33,"PG","Tripura"
"527",527,"UTTAR PRADESH","Private",2018,"Neurology",0,146,34,"PG","Uttar Pradesh"
"528",528,"UTTARAKHAND","Private",2018,"Neurology",0,64,35,"PG","Uttarakhand"
"529",529,"WEST BENGAL","Private",2018,"Neurology",0,339,36,"PG","West Bengal"
"530",530,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Neurology",0,638,1,"PG","Andaman & Nicobar Island"
"531",531,"ANDHRA PRADESH","Public",2018,"Neurology",18,553,2,"PG","Andhra Pradesh"
"532",532,"ASSAM","Public",2018,"Neurology",4,324,4,"PG","Assam"
"533",533,"BIHAR","Public",2018,"Neurology",0,209,5,"PG","Bihar"
"534",534,"CHANDIGARH","Public",2018,"Neurology",12,55,6,"PG","Chandigarh"
"535",535,"CHHATTISGARH","Public",2018,"Neurology",0,414,7,"PG","Chhattisgarh"
"536",536,"NCT OF DELHI","Public",2018,"Neurology",131,95,10,"PG","NCT of Delhi"
"537",537,"GOA","Public",2018,"Neurology",2,585,11,"PG","Goa"
"538",538,"GUJARAT","Public",2018,"Neurology",11,474,12,"PG","Gujarat"
"539",539,"HARYANA","Public",2018,"Neurology",2,70,13,"PG","Haryana"
"540",540,"HIMACHAL PRADESH","Public",2018,"Neurology",0,30,14,"PG","Himachal Pradesh"
"541",541,"JAMMU & KASHMIR","Public",2018,"Neurology",4,14,15,"PG","Jammu & Kashmir"
"542",542,"JHARKHAND","Public",2018,"Neurology",1,355,16,"PG","Jharkhand"
"543",543,"KARNATAKA","Public",2018,"Neurology",72,556,17,"PG","Karnataka"
"544",544,"KERALA","Public",2018,"Neurology",30,598,18,"PG","Kerala"
"545",545,"MADHYA PRADESH","Public",2018,"Neurology",8,465,20,"PG","Madhya Pradesh"
"546",546,"MAHARASHTRA","Public",2018,"Neurology",28,522,21,"PG","Maharashtra"
"547",547,"MANIPUR","Public",2018,"Neurology",0,275,22,"PG","Manipur"
"548",548,"MEGHALAYA","Public",2018,"Neurology",0,294,23,"PG","Meghalaya"
"549",549,"ODISHA","Public",2018,"Neurology",7,384,26,"PG","Odisha"
"550",550,"PUDUCHERRY","Public",2018,"Neurology",8,636,27,"PG","Puducherry"
"551",551,"PUNJAB","Public",2018,"Neurology",0,49,28,"PG","Punjab"
"552",552,"RAJASTHAN","Public",2018,"Neurology",29,119,29,"PG","Rajasthan"
"553",553,"TAMIL NADU","Public",2018,"Neurology",35,616,31,"PG","Tamil Nadu"
"554",554,"TELANGANA","Public",2018,"Neurology",27,532,32,"PG","Telangana"
"555",555,"TRIPURA","Public",2018,"Neurology",0,291,33,"PG","Tripura"
"556",556,"UTTAR PRADESH","Public",2018,"Neurology",31,146,34,"PG","Uttar Pradesh"
"557",557,"UTTARAKHAND","Public",2018,"Neurology",0,64,35,"PG","Uttarakhand"
"558",558,"WEST BENGAL","Public",2018,"Neurology",26,339,36,"PG","West Bengal"
"559",559,"ASSAM","Both",2001,"Neurology",2,324,4,"PG","Assam"
"560",560,"BIHAR","Both",2001,"Neurology",0,209,5,"PG","Bihar"
"561",561,"CHANDIGARH","Both",2001,"Neurology",0,55,6,"PG","Chandigarh"
"562",562,"CHHATTISGARH","Both",2001,"Neurology",0,414,7,"PG","Chhattisgarh"
"563",563,"GOA","Both",2001,"Neurology",0,585,11,"PG","Goa"
"564",564,"GUJARAT","Both",2001,"Neurology",4,474,12,"PG","Gujarat"
"565",565,"HARYANA","Both",2001,"Neurology",0,70,13,"PG","Haryana"
"566",566,"HIMACHAL PRADESH","Both",2001,"Neurology",0,30,14,"PG","Himachal Pradesh"
"567",567,"JAMMU & KASHMIR","Both",2001,"Neurology",0,14,15,"PG","Jammu & Kashmir"
"568",568,"JHARKHAND","Both",2001,"Neurology",0,355,16,"PG","Jharkhand"
"569",569,"KARNATAKA","Both",2001,"Neurology",36,556,17,"PG","Karnataka"
"570",570,"KERALA","Both",2001,"Neurology",12,598,18,"PG","Kerala"
"571",571,"MADHYA PRADESH","Both",2001,"Neurology",1,465,20,"PG","Madhya Pradesh"
"572",572,"MAHARASHTRA","Both",2001,"Neurology",14,522,21,"PG","Maharashtra"
"573",573,"MANIPUR","Both",2001,"Neurology",0,275,22,"PG","Manipur"
"574",574,"MEGHALAYA","Both",2001,"Neurology",0,294,23,"PG","Meghalaya"
"575",575,"NCT OF DELHI","Both",2001,"Neurology",114,95,10,"PG","NCT of Delhi"
"576",576,"ODISHA","Both",2001,"Neurology",2,384,26,"PG","Odisha"
"577",577,"PUDUCHERRY","Both",2001,"Neurology",0,636,27,"PG","Puducherry"
"578",578,"PUNJAB","Both",2001,"Neurology",0,49,28,"PG","Punjab"
"579",579,"RAJASTHAN","Both",2001,"Neurology",20,119,29,"PG","Rajasthan"
"580",580,"SIKKIM","Both",2001,"Neurology",0,244,30,"PG","Sikkim"
"581",581,"TAMIL NADU","Both",2001,"Neurology",44,616,31,"PG","Tamil Nadu"
"582",582,"UTTAR PRADESH","Both",2001,"Neurology",23,146,34,"PG","Uttar Pradesh"
"583",583,"UTTARAKHAND","Both",2001,"Neurology",0,64,35,"PG","Uttarakhand"
"584",584,"WEST BENGAL","Both",2001,"Neurology",7,339,36,"PG","West Bengal"
"585",585,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Neurology",0,638,1,"PG","Andaman & Nicobar Island"
"586",586,"ANDHRA PRADESH","Both",2018,"Neurology",23,553,2,"PG","Andhra Pradesh"
"587",587,"ASSAM","Both",2018,"Neurology",4,324,4,"PG","Assam"
"588",588,"BIHAR","Both",2018,"Neurology",0,209,5,"PG","Bihar"
"589",589,"CHANDIGARH","Both",2018,"Neurology",12,55,6,"PG","Chandigarh"
"590",590,"CHHATTISGARH","Both",2018,"Neurology",0,414,7,"PG","Chhattisgarh"
"591",591,"GOA","Both",2018,"Neurology",2,585,11,"PG","Goa"
"592",592,"GUJARAT","Both",2018,"Neurology",13,474,12,"PG","Gujarat"
"593",593,"HARYANA","Both",2018,"Neurology",4,70,13,"PG","Haryana"
"594",594,"HIMACHAL PRADESH","Both",2018,"Neurology",0,30,14,"PG","Himachal Pradesh"
"595",595,"JAMMU & KASHMIR","Both",2018,"Neurology",4,14,15,"PG","Jammu & Kashmir"
"596",596,"JHARKHAND","Both",2018,"Neurology",1,355,16,"PG","Jharkhand"
"597",597,"KARNATAKA","Both",2018,"Neurology",93,556,17,"PG","Karnataka"
"598",598,"KERALA","Both",2018,"Neurology",40,598,18,"PG","Kerala"
